NACA 0010
     1.000000    0.001050
     0.993862    0.001864
     0.983232    0.003451
     0.971075    0.005463
     0.957880    0.007878
     0.944048    0.010700
     0.929718    0.013904
     0.914920    0.017438
     0.899685    0.021219
     0.884159    0.025121
     0.868613    0.028988
     0.853130    0.032748
     0.837684    0.036388
     0.822246    0.039908
     0.806802    0.043312
     0.791364    0.046599
     0.775954    0.049757
     0.760585    0.052775
     0.745262    0.055639
     0.729981    0.058339
     0.714734    0.060867
     0.699508    0.063216
     0.684286    0.065382
     0.669047    0.067367
     0.653773    0.069173
     0.638450    0.070805
     0.623069    0.072270
     0.607622    0.073575
     0.592104    0.074729
     0.576511    0.075739
     0.560842    0.076615
     0.545096    0.077367
     0.529274    0.078006
     0.513382    0.078540
     0.497426    0.078980
     0.481414    0.079334
     0.465361    0.079609
     0.449284    0.079809
     0.433202    0.079938
     0.417134    0.079993
     0.401095    0.079971
     0.385101    0.079866
     0.369168    0.079672
     0.353312    0.079379
     0.337554    0.078978
     0.321915    0.078453
     0.306415    0.077787
     0.291062    0.076962
     0.275859    0.075957
     0.260798    0.074756
     0.245868    0.073340
     0.231048    0.071695
     0.216312    0.069807
     0.201625    0.067665
     0.186936    0.065263
     0.172199    0.062602
     0.157382    0.059697
     0.142485    0.056569
     0.127543    0.053249
     0.112645    0.049775
     0.097965    0.046201
     0.083787    0.042596
     0.070515    0.039050
     0.058576    0.035652
     0.048238    0.032455
     0.039530    0.029490
     0.032308    0.026768
     0.026341    0.024268
     0.021389    0.021956
     0.017247    0.019794
     0.013756    0.017747
     0.010794    0.015782
     0.008275    0.013873
     0.006139    0.011997
     0.004347    0.010135
     0.002873    0.008274
     0.001709    0.006409
     0.000852    0.004543
     0.000297    0.002689
     0.000032    0.000879
     0.000032   -0.000879
     0.000297   -0.002689
     0.000852   -0.004543
     0.001709   -0.006409
     0.002873   -0.008274
     0.004347   -0.010135
     0.006139   -0.011997
     0.008275   -0.013873
     0.010794   -0.015782
     0.013755   -0.017746
     0.017247   -0.019794
     0.021389   -0.021956
     0.026341   -0.024267
     0.032308   -0.026768
     0.039529   -0.029490
     0.048237   -0.032454
     0.058575   -0.035651
     0.070515   -0.039049
     0.083787   -0.042596
     0.097964   -0.046201
     0.112645   -0.049775
     0.127542   -0.053249
     0.142485   -0.056569
     0.157382   -0.059697
     0.172198   -0.062602
     0.186936   -0.065263
     0.201624   -0.067665
     0.216312   -0.069807
     0.231048   -0.071695
     0.245867   -0.073340
     0.260798   -0.074756
     0.275859   -0.075957
     0.291062   -0.076962
     0.306414   -0.077787
     0.321915   -0.078452
     0.337553   -0.078978
     0.353312   -0.079379
     0.369168   -0.079672
     0.385101   -0.079866
     0.401095   -0.079971
     0.417133   -0.079993
     0.433201   -0.079938
     0.449283   -0.079809
     0.465360   -0.079609
     0.481413   -0.079334
     0.497425   -0.078980
     0.513382   -0.078540
     0.529274   -0.078006
     0.545095   -0.077367
     0.560841   -0.076615
     0.576510   -0.075739
     0.592103   -0.074729
     0.607621   -0.073575
     0.623068   -0.072270
     0.638450   -0.070805
     0.653772   -0.069172
     0.669047   -0.067367
     0.684286   -0.065382
     0.699508   -0.063216
     0.714734   -0.060867
     0.729980   -0.058339
     0.745261   -0.055639
     0.760585   -0.052775
     0.775954   -0.049757
     0.791364   -0.046599
     0.806802   -0.043312
     0.822246   -0.039908
     0.837684   -0.036388
     0.853130   -0.032748
     0.868613   -0.028988
     0.884159   -0.025121
     0.899685   -0.021219
     0.914921   -0.017438
     0.929719   -0.013904
     0.944049   -0.010700
     0.957881   -0.007878
     0.971076   -0.005463
     0.983233   -0.003451
     0.993862   -0.001864
     1.000000   -0.001050
